Source,Target
821,756
372,885
898,565
301,684
386,253
257,141
605,449
397,985
17,997
605,18
205,861
704,186
146,495
529,861
264,391
36,114
328,944
134,188
906,806
576,47
997,511
443,993
576,875
535,453
529,647
676,127
71,264
605,993
822,217
253,812
22,449
889,932
504,997
136,137
371,386
361,898
256,86
500,862
127,949
215,253
215,504
607,861
993,391
618,307
650,882
647,269
993,957
590,407
775,15
437,167
17,576
862,372
316,238
87,957
408,821
167,235
605,967
618,704
757,867
775,650
167,269
453,792
704,187
115,844
400,704
507,287
875,745
944,342
407,98
449,290
137,540
511,368
13,500
861,755
108,875
115,150
115,674
806,391
330,757
618,256
875,985
755,529
290,905
875,307
361,900
844,123
174,844
174,307
729,812
344,71
490,647
338,71
47,674
371,17
974,218
123,944
882,905
641,290
287,650
500,650
490,218
449,743
882,734
967,875
111,400
137,141
142,605
704,98
407,361
141,318
867,134
372,188
408,269
338,949
47,756
115,311
137,307
397,902
98,505
372,944
256,134
756,734
242,867
114,307
453,756
408,674
186,507
396,900
86,205
137,86
755,529
997,242
892,111
235,974
862,618
755,999
511,188
18,391
535,290
540,87
576,535
188,338
186,443
906,301
13,396
529,900
239,867
734,641
724,490
618,284
316,898
490,342
504,299
258,453
299,650
952,371
889,905
889,565
307,792
730,885
253,734
87,186
307,257
666,239
898,967
974,647
15,187
391,235
361,299
342,396
875,844
704,674
257,676
724,311
902,238
641,242
437,87
342,338
141,674
15,188
338,755
238,256
108,217
676,136
307,867
882,13
461,745
704,238
441,108
370,885
993,906
461,218
111,115
952,999
505,372
443,141
905,287
17,676
993,756
338,167
13,974
123,407
647,18
821,605
704,997
906,299
576,372
892,318
576,330
235,507
114,618
757,114
441,647
505,311
17,87
505,605
187,605
311,997
372,123
974,743
290,330
676,111
861,967
290,576
676,123
22,892
114,137
370,504
507,299
188,330
985,449
906,674
861,449
114,905
111,299
734,902
590,167
535,535
756,441
905,997
535,86
641,397
730,235
892,257
997,650
906,318
862,391
889,287
188,218
187,974
218,137
812,461
535,540
87,806
650,217
933,974
136,650
98,507
396,676
957,316
490,307
257,999
745,87
342,258
141,504
397,641
724,756
743,999
239,755
885,316
952,889
257,905
500,892
239,993
490,338
933,330
400,792
238,441
605,993
861,115
258,311
386,729
590,141
290,743
397,844
792,299
704,330
730,906
997,898
361,98
235,115
957,368
999,400
755,397
86,318
299,284
328,511
453,905
540,36
993,607
391,307
957,253
535,729
141,256
372,400
253,892
71,368
944,743
407,441
540,757
757,957
36,861
307,284
307,724
311,453
724,499
397,328
396,734
22,453
882,540
821,338
844,576
284,900
641,999
22,187
906,676
974,311
239,902
361,396
504,368
386,967
993,253
86,307
684,115
529,734
290,812
22,108
900,328
882,318
974,235
396,15
902,338
150,605
540,844
137,407
529,142
985,993
111,905
999,576
618,397
505,400
576,71
743,812
15,368
372,676
396,453
905,391
98,755
239,875
397,693
993,641
400,999
882,253
882,729
311,368
217,993
142,13
889,407
13,729
299,967
875,906
400,18
217,900
150,540
505,952
729,15
370,535
605,993
734,449
967,307
307,985
328,756
338,997
443,997
141,900
136,806
590,898
372,86
36,238
441,957
396,906
967,974
892,882
641,449
372,674
290,952
400,898
338,299
499,535
386,87
590,188
902,235
499,757
115,284
729,253
693,301
999,328
666,15
449,318
490,137
284,693
361,875
301,967
256,361
307,372
443,535
18,511
449,187
15,453
449,641
999,757
338,674
821,676
22,235
905,167
22,684
290,86
253,504
218,407
15,511
400,812
188,590
875,693
188,985
898,370
218,253
400,985
812,284
861,590
905,108
902,729
301,666
755,441
111,108
307,18
188,756
957,756
684,235
576,999
944,902
729,18
371,137
391,993
590,407
882,666
902,507
490,338
137,238
757,729
443,238
307,137
391,641
13,290
540,812
397,98
299,167
141,396
974,400
906,540
22,967
307,666
535,944
187,15
684,898
507,540
368,861
902,111
307,397
453,812
13,605
86,22
318,36
674,370
756,997
15,676
400,338
441,861
13,328
123,371
372,500
370,944
218,257
905,108
13,368
370,499
115,328
188,500
98,806
239,985
535,338
188,952
318,287
499,115
889,605
290,239
674,957
400,284
902,985
540,821
86,906
18,217
900,253
449,734
666,111
605,906
674,87
618,453
952,734
372,957
906,806
136,490
311,13
217,136
188,812
743,540
136,257
217,188
944,576
952,136
540,944
997,540
676,605
217,756
136,235
397,999
756,370
449,188
729,576
371,400
13,666
328,449
605,905
974,504
328,141
87,605
898,490
861,861
861,372
253,618
974,318
98,299
391,396
605,257
123,257
997,13
666,13
87,674
997,361
540,756
338,618
137,371
396,490
944,136
605,967
974,188
734,821
756,875
397,743
98,618
441,756
684,137
290,371
449,137
756,86
307,812
307,693
441,371
407,400
441,441
239,674
666,22
287,287
299,944
757,396
952,967
985,906
906,902
906,253
142,188
142,123
217,407
284,957
605,756
882,338
22,187
370,239
136,967
729,400
86,22
666,396
905,821
361,311
328,882
734,307
821,882
136,328
287,757
693,368
238,239
397,400
453,299
952,86
22,453
188,743
821,123
218,136
743,257
36,397
238,188
944,882
576,396
875,36
257,985
137,218
13,967
944,188
684,952
906,142
338,898
674,806
756,188
743,999
311,806
441,187
540,15
98,997
540,397
997,188
391,257
734,284
368,372
693,605
141,812
361,605
217,504
123,443
812,756
905,693
371,618
396,812
605,287
490,490
142,238
371,290
98,361
370,328
666,141
13,218
540,217
396,284
217,974
238,217
238,287
284,674
906,999
812,875
98,217
15,618
217,605
676,898
666,605
898,328
944,187
98,906
944,676
540,253
500,952
187,734
618,311
676,299
734,370
944,500
257,821
882,123
902,407
290,540
290,511
674,676
370,902
391,400
734,641
13,756
218,217
443,490
15,217
500,997
407,906
618,729
875,676
372,674
290,372
605,239
590,137
806,806
449,504
235,590
902,875
98,504
900,875
407,217
13,490
967,396
361,22
396,187
371,338
676,605
944,257
188,142
985,86
239,618
235,396
453,756
299,898
806,257
22,676
407,217
967,974
238,676
729,443
449,36
812,397
188,985
407,500
137,821
443,217
239,328
15,944
235,123
142,137
806,370
311,391
238,368
136,511
540,967
757,453
875,757
676,141
188,666
511,540
944,666
590,400
997,900
290,684
361,400
397,218
15,449
98,821
187,238
218,328
821,187
905,905
217,391
371,370
952,453
217,743
239,821
875,137
985,290
370,371
999,328
441,511
188,397
743,605
370,490
905,641
944,368
235,902
287,882
338,806
676,217
98,605
453,338
605,86
729,676
443,875
407,361
235,821
372,257
729,882
22,985
299,674
98,674
957,36
618,98
238,999
999,400
674,453
641,307
290,504
407,449
441,328
239,253
605,676
540,141
674,540
253,218
757,136
311,676
453,98
136,882
882,311
812,905
123,253
757,86
882,504
307,999
287,674
137,676
905,999
734,311
218,952
36,999
86,985
757,906
141,693
36,361
361,15
136,15
997,905
407,22
123,676
734,407
98,900
500,290
136,985
98,15
944,397
997,141
743,290
812,449
400,618
985,400
900,290
902,957
540,504
449,453
967,235
952,307
311,142
449,372
952,253
36,290
257,36
997,238
504,729
734,997
218,734
999,676
86,997
188,999
238,906
328,693
361,370
218,906
311,676
311,693
967,957
22,371
239,391
997,238
605,684
361,253
449,370
734,407
371,36
729,370
287,218
743,218
368,235
952,605
338,618
361,257
290,729
253,490
187,253
299,15
821,239
618,500
898,500
875,123
500,141
136,999
235,957
900,905
812,812
898,361
449,290
361,999
391,338
898,729
898,188
253,812
36,253
238,328
900,905
22,743
36,952
400,902
307,944
997,187
674,505
235,666
290,98
729,98
898,188
36,504
22,257
141,641
684,187
253,902
605,188
743,666
875,338
328,238
902,328
898,812
15,898
734,641
188,311
676,944
999,391
36,676
287,141
235,188
729,757
187,504
729,511
957,36
361,290
743,123
368,188
441,676
743,22
504,338
997,618
453,511
618,238
674,875
98,806
641,299
253,511
407,666
368,905
123,821
368,217
136,86
449,729
449,218
338,257
875,187
902,368
400,729
743,311
238,952
618,729
235,952
898,511
902,504
605,500
641,86
875,257
36,674
218,605
999,311
505,729
368,618
453,136
98,290
371,141
812,400
299,511
22,729
618,734
957,618
361,944
676,142
391,490
307,136
299,22
400,407
449,985
505,238
674,957
676,641
500,504
368,618
290,449
407,299
500,511
957,328
188,188
141,307
391,290
490,952
368,368
812,188
407,238
36,338
734,328
368,142
674,217
905,641
944,997
98,141
36,235
142,821
142,361
407,952
500,287
290,338
307,253
368,490
505,142
407,299
361,806
338,952
22,311
957,806
821,238
757,338
618,674
407,505
136,500
743,361
505,391
98,449
136,287
239,257
217,307
504,15
944,307
257,997
875,407
641,641
361,311
257,676
287,505
338,812
490,311
98,812
307,985
985,290
734,328
997,361
944,641
311,997
734,806
734,257
290,235
500,36
371,952
141,806
141,257
328,676
22,391
666,15
875,500
22,36
743,361
743,188
235,371
641,238
944,287
511,641
449,338
875,407
142,490
453,328
812,875
505,504
504,142
218,666
141,743
22,641
307,391
142,22
136,729
729,511
821,235
666,505
618,299
368,500
239,952
490,505
368,287
453,391
98,944
239,806
605,235
490,218
338,618
453,729
290,257
391,812
235,15
806,368
453,239
218,641
729,361
218,985
98,449
136,238
997,136
666,944
729,257
218,136
997,311
504,505
287,235
257,257
15,676
235,15
453,257
504,361
734,505
449,500
141,511
368,257
235,311
311,391
666,141
875,500
676,257
142,368
257,985
875,618
239,453
287,504
952,257
743,729
287,449
391,743
218,504
453,505
361,141
490,618
141,239
734,905
490,985
368,674
676,676
944,142
490,141
218,257
368,338
504,290
22,238
371,407
490,235
98,504
299,449
500,235
238,905
641,743
290,188
287,490
449,449
734,505
875,407
142,944
453,188
757,287
453,641
98,905
641,235
188,311
22,641
338,22
98,618
287,674
641,905
311,338
218,188
299,734
905,875
505,729
22,743
875,449
676,449
188,239
98,812
368,944
952,98
757,674
875,453
235,257
407,368
490,98
257,257
371,734
952,453
257,368
676,875
666,985
505,676
734,504
743,505
676,361
235,136
257,757
218,371
235,299
287,338
812,98
239,235
371,453
666,952
490,505
641,290
734,407
618,944
361,257
361,290
22,235
743,905
952,490
952,22
290,729
985,136
490,618
666,505
734,361
136,22
641,743
368,218
287,136
257,218
743,287
361,142
98,368
500,500
142,188
299,812
449,22
812,453
307,676
985,15
257,257
944,239
142,22
371,311
734,676
641,368
505,985
676,307
812,666
757,500
875,729
290,674
500,504
500,618
729,98
449,905
875,257
142,338
368,757
142,757
361,812
371,238
676,142
361,729
188,22
257,505
290,985
257,743
338,505
239,307
218,368
875,371
407,729
338,218
490,641
290,875
290,257
307,729
952,674
666,15
490,290
618,22
734,905
299,641
15,218
666,875
641,734
307,676
641,238
218,729
407,812
239,952
235,504
407,449
875,743
453,504
238,257
368,944
757,239
676,505
449,136
235,238
371,985
944,142
812,299
299,371
449,257
239,368
15,666
449,299
757,500
666,490
905,875
257,338
361,875
743,641
666,812
235,875
676,490
490,98
257,952
905,734
500,453
218,729
944,905
136,299
500,905
812,504
812,290
490,257
449,944
666,729
490,505
905,368
449,22
257,734
257,290
743,15
729,453
875,371
952,875
453,666
22,98
238,235
757,490
875,674
905,361
218,22
952,188
666,449
98,666
22,944
734,453
666,985
490,505
985,641
875,449
218,641
235,985
676,757
666,449
641,618
905,22
952,299
666,944
952,449
985,618
142,985
676,944
239,338
505,674
257,505
944,490
674,188
368,361
449,136
338,757
757,985
299,504
338,674
238,985
812,729
500,218
453,22
188,905
944,371
641,944
618,500
618,952
238,257
368,98
239,299
674,812
188,361
757,905
985,504
449,952
15,734
757,666
188,734
371,368
905,136
500,618
218,504
490,98
875,875
290,15
235,238
505,666
188,757
368,368
238,98
674,505
235,504
666,218
641,676
985,239
22,142
188,235
490,985
504,218
676,218
361,757
188,239
257,22
676,142
361,875
674,505
875,757
449,618
905,757
22,361
505,734
361,729
505,338
641,757
299,618
238,218
505,453
22,188
490,505
952,218
743,952
641,757
676,952
136,257
136,136
505,641
361,674
257,22
505,338
188,142
361,504
15,812
136,666
98,875
22,734
338,743
985,729
338,666
188,734
15,142
743,618
368,618
136,368
666,676
368,641
504,674
239,641
734,676
812,299
338,136
299,299
743,136
239,875
338,15
875,22
361,504
504,504
453,985
952,618
136,136
985,666
142,338
618,875
22,743
218,641
505,98
952,641
218,361
743,952
338,666
453,361
734,257
674,505
368,22
136,22
136,500
238,676
299,504
729,449
504,98
952,299
15,618
142,15
674,142
257,500
449,875
239,812
500,618
505,743
729,875
136,504
338,743
504,136
142,257
368,641
142,188
142,729
449,218
505,361
743,238
136,15
812,98
338,641
490,505
505,142
361,743
218,299
368,674
338,239
361,338
875,985
368,238
505,674
338,239
361,218
368,299
239,368
743,676
338,299
136,361
188,22
618,239
674,490
361,453
985,361
875,734
490,239
136,875
15,729
618,98
338,136
500,188
257,952
453,299
188,136
338,239
142,500
618,368
338,490
361,490
734,368
729,618
15,299
453,985
812,952
505,142
368,743
238,239
734,666
875,734
500,505
361,338
985,453
136,98
666,734
98,142
453,188
239,743
875,729
985,338
368,500
734,500
812,136
238,299
15,257
299,368
188,875
142,729
368,188
729,142
238,734
743,136
98,238
729,985
136,500
500,666
734,666
500,299
299,743
142,666
188,238
490,875
338,453
812,674
875,142
188,618
142,238
239,368
257,490
136,238
985,490
734,743
338,985
257,239
238,666
734,500
500,812
618,453
299,368
676,875
98,500
734,188
453,875
338,618
136,618
729,15
674,729
812,500
188,812
142,188
136,952
875,338
453,239
15,98
453,188
15,676
98,238
239,368
238,453
875,238
952,500
875,142
15,218
299,490
15,729
98,238
299,338
666,490
453,368
490,666
500,299
875,743
453,812
142,239
734,500
15,136
490,188
743,666
299,98
618,15
875,142
98,136
218,729
368,674
238,188
453,743
142,238
674,729
188,985
490,136
875,218
875,338
985,218
15,618
743,188
188,218
985,490
218,812
238,674
674,618
500,500
674,142
500,500
218,238
674,453
676,218
729,338
618,734
812,618
618,338
985,218
875,674
15,674
674,218
666,676
676,875
98,676
238,142
952,729
238,453
812,453
875,952
500,743
729,812
875,666
500,453
98,729
985,812
238,734
338,142
743,338
15,15
15,368
875,218
15,238
666,666
618,743
674,743
676,666
666,142
875,338
142,142
218,676
875,743
618,15
729,238
338,734
674,238
674,368
15,985
676,500
490,490
985,338
142,368
743,676
618,142
743,238
188,743
729,490
15,875
218,338
188,142
812,368
238,985
618,453
142,188
500,985
500,490
875,368
666,666
218,98
674,952
142,734
238,875
238,729
500,453
985,812
618,500
812,453
985,500
676,952
812,98
952,338
875,729
188,618
218,218
985,490
729,490
238,666
188,142
618,666
218,666
985,453
734,338
368,98
238,666
338,98
453,729
142,142
490,952
500,985
500,875
142,812
674,238
952,743
490,734
368,238
500,812
985,338
238,142
338,98
500,500
985,952
985,338
618,985
453,338
952,618
218,142
676,952
188,142
666,218
218,188
338,674
952,952
618,338
985,142
666,952
238,500
952,98
453,218
338,218
729,734
238,676
98,490
338,985
729,729
490,729
734,676
142,142
666,812
743,500
453,812
674,666
734,743
666,875
734,985
142,952
985,142
500,952
734,618
729,500
188,676
812,500
218,812
743,490
674,676
238,453
500,238
985,952
676,875
729,618
453,674
98,812
98,490
98,666
952,238
729,985
674,453
812,142
875,453
188,674
875,142
734,666
729,238
490,676
98,218
729,490
734,875
674,188
812,338
666,729
500,500
98,875
500,490
453,812
676,875
98,238
743,490
618,490
952,743
490,238
500,188
875,218
985,98
674,618
985,875
238,729
743,674
218,500
734,142
676,875
238,142
98,734
985,453
618,812
952,338
490,812
98,218
218,338
453,985
734,674
218,453
952,490
218,729
676,875
338,98
952,98
666,666
985,666
238,618
218,674
338,743
666,666
238,729
674,729
618,985
734,500
812,812
618,238
142,142
812,338
338,729
985,734
453,338
618,729
500,338
812,490
676,812
676,875
676,618
743,218
674,676
490,238
142,453
743,453
453,453
952,238
188,812
453,985
142,490
338,666
875,734
812,188
490,875
500,674
734,338
734,729
666,666
453,500
338,729
985,676
188,238
218,674
729,500
734,338
238,743
500,490
666,453
734,734
218,734
875,238
875,618
500,734
812,674
812,729
142,618
743,666
188,875
666,734
218,734
729,666
676,734
618,142
743,676
674,666
952,952
618,743
453,812
674,674
618,812
500,453
674,490
674,338
188,676
952,218
734,188
338,734
666,734
875,674
952,952
218,453
952,338
812,674
500,142
238,188
952,500
875,743
142,338
142,729
952,743
676,142
952,218
618,875
338,142
952,875
676,812
676,238
676,985
188,674
734,985
490,618
188,142
188,985
985,743
952,674
188,218
676,812
743,743
743,734
666,812
453,734
812,743
729,490
500,952
453,188
142,734
238,729
453,812
188,238
188,729
812,238
618,188
676,490
734,743
674,500
238,238
142,188
812,618
676,734
142,142
666,729
338,674
812,729
676,985
674,875
490,812
142,618
743,188
238,743
985,188
743,218
875,218
734,188
734,338
500,500
142,985
500,985
490,218
338,238
743,453
875,142
676,490
729,453
188,676
666,985
490,618
729,618
142,618
142,729
729,490
812,238
743,666
338,734
875,500
238,985
238,338
875,812
218,812
952,490
875,218
729,238
490,142
743,875
729,985
188,729
218,500
188,338
875,729
338,812
952,218
238,734
500,729
812,618
188,490
238,188
676,142
952,490
188,500
142,188
985,453
188,453
676,188
676,500
490,985
985,875
985,142
812,666
500,618
238,812
453,188
985,743
875,218
500,338
142,453
188,812
238,734
812,338
666,142
985,952
812,812
142,743
500,142
618,812
142,875
500,875
238,490
500,338
666,188
188,490
142,490
453,743
490,812
218,743
453,743
985,453
952,875
734,812
188,985
142,743
142,142
218,812
875,490
985,338
142,238
875,985
338,500
218,875
218,875
734,743
453,453
952,338
985,875
734,666
500,500
490,812
875,734
238,812
952,812
218,952
218,500
666,338
142,985
985,666
142,188
734,338
666,743
985,875
238,500
875,238
188,453
743,453
875,985
453,743
490,218
338,875
188,952
500,490
666,238
188,490
453,812
218,490
188,338
812,666
490,500
952,142
218,666
338,952
875,490
188,875
188,338
188,490
238,875
218,188
812,875
338,500
142,500
453,500
453,188
188,743
142,875
952,666
952,743
666,338
734,952
985,985
500,952
952,734
952,812
218,142
666,812
188,875
453,500
875,666
734,743
812,952
142,952
238,734
453,338
490,666
500,142
985,218
875,875
453,666
952,743
952,490
952,875
500,453
188,875
666,812
238,952
500,812
238,743
218,188
875,875
142,743
238,743
985,338
500,338
238,875
238,338
218,218
500,218
500,188
142,338
666,875
490,500
142,338
142,985
490,188
338,218
218,734
985,453
952,142
812,490
666,952
743,490
338,875
812,952
218,338
218,490
142,218
490,985
490,142
188,500
666,490
985,338
490,338
500,142
338,985
142,812
812,812
188,338
875,188
142,188
500,500
188,875
666,453
812,453
188,875
142,734
743,734
743,453
743,142
453,812
734,338
218,743
142,188
188,338
490,338
734,812
142,734
453,734
338,875
875,490
734,218
142,490
734,490
453,490
500,453
743,952
875,985
142,875
875,875
490,500
338,453
812,490
875,875
734,952
218,453
743,743
188,743
666,188
490,743
666,142
734,500
142,734
952,812
743,812
743,338
952,142
812,338
142,142
500,666
490,875
218,490
812,875
734,666
453,500
338,985
666,490
734,734
952,875
985,875
142,985
743,338
812,952
666,734
338,734
812,666
453,338
952,666
500,453
985,812
218,500
743,338
188,490
490,952
500,500
952,812
743,218
218,453
812,453
666,812
338,453
666,490
985,875
985,218
734,743
875,734
743,743
985,453
218,875
338,490
500,218
142,875
812,875
500,812
142,985
142,666
734,812
952,875
142,218
666,218
142,952
453,490
490,218
952,490
142,666
666,734
142,142
734,500
142,875
734,338
500,338
875,952
490,453
734,952
338,500
188,875
188,500
453,218
875,188
952,985
812,218
985,142
952,985
188,453
812,812
218,875
500,218
985,743
985,743
985,338
188,875
500,985
734,490
490,952
490,142
743,338
218,743
734,743
666,453
875,734
490,142
490,218
734,338
666,666
666,142
875,500
875,500
338,743
338,338
952,188
453,142
500,985
875,490
218,875
500,453
734,490
453,453
734,666
985,490
875,875
952,218
188,875
188,952
142,453
952,743
812,985
490,453
490,812
743,490
490,812
743,985
453,453
666,218
985,812
188,743
952,338
500,743
734,188
875,490
453,453
734,490
188,500
734,812
490,812
985,188
453,952
453,218
743,188
500,500
952,218
985,500
734,875
338,952
985,985
812,875
490,952
734,743
812,490
743,218
500,743
743,734
743,500
218,743
734,188
875,338
812,812
142,338
188,875
812,218
952,218
218,875
666,666
952,952
142,500
952,490
500,875
743,490
952,875
218,142
666,453
218,875
734,734
142,500
812,490
218,490
666,453
952,812
142,188
142,490
500,338
812,338
952,666
734,490
500,453
218,500
453,500
743,142
743,142
666,812
952,500
453,812
666,338
142,142
666,453
734,338
952,218
734,743
952,453
812,734
734,453
338,734
500,142
188,218
743,812
453,218
812,875
743,453
952,666
666,338
500,952
666,952
142,188
453,500
666,952
952,218
812,743
743,490
500,490
952,734
453,743
812,142
142,500
338,188
142,142
500,734
666,952
734,500
490,500
812,952
666,453
743,743
188,453
734,142
743,875
338,812
490,666
666,734
188,743
812,500
666,812
218,734
812,188
490,142
743,338
142,142
666,218
218,500
875,666
500,952
734,743
490,338
500,490
743,743
500,500
666,142
142,142
218,338
500,952
490,500
743,500
666,952
743,218
734,188
952,743
218,875
188,218
743,734
142,743
666,734
952,743
500,453
666,142
188,218
453,666
500,500
952,338
952,875
188,875
734,666
500,188
218,734
490,666
500,142
490,734
142,952
875,338
142,218
875,666
490,952
453,218
218,734
188,218
218,952
666,188
666,490
490,666
490,218
218,666
142,142
218,188
875,666
875,188
490,188
952,490
188,952
218,218
453,453
875,734
142,734
142,490
490,188
490,490
338,218
453,218
490,666
338,188
952,952
666,734
666,500
188,453
188,734
500,490
338,875
500,500
952,875
453,952
734,188
338,666
734,666
490,734
875,875
952,500
666,666
666,734
218,952
952,490
188,490
142,952
490,666
490,338
952,453
338,453
142,666
734,453
734,188
952,188
338,666
142,218
490,875
142,218
218,875
188,666
142,142
188,188
875,453
490,500
188,453
875,500
188,453
666,734
188,188
952,490
500,734
666,142
952,734
666,875
875,218
952,338
734,218
338,500
875,666
952,188
218,666
218,338
734,952
875,453
490,338
490,952
952,734
666,188
952,338
666,188
500,875
952,734
666,218
500,218
218,500
952,338
734,734
952,666
875,734
490,338
453,666
490,188
734,188
338,453
338,666
500,500
453,875
875,338
734,188
188,453
218,666
500,952
453,338
453,952
188,188
338,453
218,500
453,218
218,734
218,666
188,188
734,490
875,500
734,338
500,188
490,734
490,338
500,666
490,188
453,188
188,500
490,338
734,453
453,734
875,338
338,875
952,952
490,500
666,666
952,500
952,188
734,490
666,338
952,490
734,875
666,875
875,875
218,188
666,875
188,338
875,218
188,666
666,875
875,188
500,500
188,490
734,666
490,952
453,188
875,500
218,188
952,218
338,500
453,666
666,952
734,453
666,453
500,490
453,188
188,490
952,666
734,952
666,666
490,218
453,875
490,490
188,338
453,952
453,875
188,453
218,500
338,500
500,218
952,734
500,875
952,490
666,875
490,490
875,666
666,453
490,490
490,188
734,490
338,490
490,734
453,453
490,875
188,218
453,338
666,338
734,453
338,218
338,500
453,338
500,875
338,490
490,875
500,875
666,500
875,490
490,453
453,188
490,952
218,490
338,338
453,875
188,666
666,338
218,490
666,218
338,666
875,338
338,453
338,500
490,338
666,875
666,952
952,875
952,218
500,218
188,453
734,875
875,490
734,734
500,188
734,734
338,500
952,875
453,734
952,952
453,490
734,500
734,490
453,338
875,490
666,500
952,338
338,218
952,734
218,952
218,666
875,952
500,875
218,490
338,188
666,500
666,218
188,666
952,952
500,218
734,875
875,666
490,338
218,453
218,453
188,453
500,734
338,666
338,490
734,952
952,338
875,490
218,734
952,218
500,875
875,952
218,188
500,734
218,453
218,218
490,188
490,875
875,453
188,952
734,952
952,875
188,666
218,734
734,952
666,952
500,490
734,218
875,734
734,734
734,453
453,952
500,952
666,952
218,875
952,490
500,952
453,952
952,666
453,188
666,218
453,734
952,218
734,875
875,500
218,218
952,188
952,952
952,500
734,666
952,500
500,666
453,453
734,500
500,875
875,453
218,875
453,875
952,453
188,734
218,952
666,490
490,218
188,188
952,218
490,218
500,218
218,490
188,453
875,666
500,734
490,734
453,952
666,952
500,734
952,500
952,500
875,875
218,666
875,666
875,453
875,500
500,952
218,218
734,666
666,218
218,218
666,875
734,666
734,218
875,734
875,734
500,218
734,734
952,734
734,188
666,666
500,218
952,218
188,453
453,666
453,500
666,734
188,666
952,218
500,218
666,218
666,666
875,666
875,952
734,500
453,218
666,188
218,500
188,453
952,952
952,952
875,218
453,218
666,875
734,666
453,952
500,952
188,218
188,500
734,188
188,500
952,952
500,218
500,218
218,453
952,218
188,734
666,188
453,734
188,453
218,218
666,500
875,453
666,500
734,952
952,218
218,952
666,218
952,952
218,188
188,188
875,666
875,188
453,734
188,218
666,453
500,734
734,218
734,500
734,500
734,500
666,952
734,500
734,500
952,500
453,188
188,500
666,734
666,453
875,453
875,734
875,188
500,875
734,875
734,875
734,734
188,875
875,666
952,218
453,952
734,952
218,875
453,952
218,188
952,453
734,500
734,875
188,500
453,188
500,952
500,666
453,453
875,734
952,453
500,666
218,734
188,734
666,188
453,666
453,875
453,875
453,952
875,500
218,734
875,734
666,218
218,734
188,453
188,188
952,666
500,666
734,188
500,218
218,500
188,666
500,875
952,500
875,188
952,952
453,218
188,500
453,218
875,218
875,734
218,218
218,875
218,188
875,218
734,734
188,875
453,952
875,875
952,734
875,734
734,666
188,218
666,952
188,875
734,734
952,734
188,453
188,666
734,188
875,188
952,453
188,875
188,875
453,188
666,666
218,952
875,952
188,188
875,734
952,666
952,188
875,952
666,952
734,952
453,734
734,453
188,875
188,875
218,666
453,875
952,188
734,952
734,666
218,734
734,734
734,952
218,875
666,188
875,875
453,952
734,218
453,952
218,218
218,734
188,952
666,218
188,666
218,734
188,734
666,218
453,734
188,666
952,666
218,188
453,734
188,218
734,734
188,218
188,734
218,188
218,952
734,952
453,952
734,734
218,453
453,218
188,952
734,952
734,734
218,453
218,952
952,188
218,218
453,218
952,218
952,453
952,453
734,188
188,734
734,188
188,218
734,952
218,734
453,188
188,218
453,734
952,952
453,453
188,952
453,952
453,218
952,734
453,453
218,188
218,734
188,734
734,188
188,218
453,453
952,734
453,218
952,952
734,218
453,188
453,952
453,952
453,188
188,734
188,218
188,952
453,218
734,453
952,453
188,188
218,218
218,453
188,952
188,453
952,453
188,218
188,453
218,188
188,218
734,952
188,188
188,952
453,218
188,453
952,453
218,453
734,453
218,453
952,218
188,734
218,453
188,188
218,453
218,453
453,734
188,453
218,734
952,453
952,734
952,218
218,453
453,734
188,734
188,218
734,218
188,188
188,188
453,952
188,453
453,734
952,188
952,218
218,453
734,188
453,453
952,952
453,734
734,453
188,952
734,952
952,952
453,218
734,218
952,952
453,734
952,218
188,218
188,188
218,952
734,188
188,734
218,952
734,734
218,734
218,734
188,188
734,218
734,952
734,952
218,188
218,952
952,188
188,734
734,734
218,952
734,218
734,188
952,952
218,734
734,734
734,188
218,734
188,952
218,188
734,188
734,952
188,188
952,952
734,952
952,188
734,218
188,952
188,188
952,952
188,188
952,734
188,734
734,734
952,734
188,218
734,734
188,952
188,952
218,952
188,734
218,952
734,218
952,952
734,188
218,734
218,734
952,188
952,188
952,734
734,188
218,188
952,188
952,952
952,188
734,734
952,218
188,218
734,734
734,952
952,952
218,734
952,218
952,734
218,734
952,734
734,734
952,952
734,218
218,952
734,734
218,734
218,218
952,218
734,734
218,952
952,952
218,734
734,734
952,734
952,218
218,952
218,218
218,218
218,218
218,734
952,952
734,218
952,218
218,734
734,952
734,952
218,952
734,734
952,952
218,734
952,218
218,952
952,734
218,734
218,218
734,952
218,952
734,218
952,952
218,952
218,734
218,952
218,734
218,952
218,952
218,218
218,734
218,218
734,734
952,218
218,952
218,218
734,734
952,218
218,734
952,218
734,952
734,952
218,218
734,952
734,218
952,734
952,734
952,218
218,952
218,734
218,734
952,734
734,734
952,952
218,734
734,218
218,734
734,734
218,952
952,734
734,218
218,734
218,952
952,218
734,952
734,218
734,218
218,218
734,952
218,952
218,218
218,734
218,218
734,734
952,734
952,218
734,734
734,218
218,952
218,218
952,218
218,952
952,952
952,218
734,734
952,218
952,952
218,218
734,734
952,952
218,218
952,218
952,218
734,734
952,218
218,734
952,218
952,218
952,952
952,218
218,734
952,218
952,218
218,734
952,952
952,218
952,218
218,734
952,952
952,218
218,952
734,952
218,952
952,734
734,952
734,952
734,218
734,734
218,734
218,218
952,218
952,218
734,952
734,734
218,952
952,734
218,952
218,734
952,218
734,734
